书名,页面地址,图片地址
 Python数据分析与应用 黄红梅 张良均 9787115373045,http://product.dangdang.com/1633299791.html,http://img3m1.ddimg.cn/68/22/1633299791-1_b_1.jpg
 程序员数学从零开始,http://product.dangdang.com/29115162.html,http://img3m2.ddimg.cn/54/10/29115162-1_b_1.jpg
 Python项目开发实战 第2版 日 BePROUD股份有限公司 人民邮电出版社,http://product.dangdang.com/1731431542.html,http://img3m2.ddimg.cn/49/3/1731431542-1_b_1.jpg
 Python渗透测试编程技术:方法与实践:methods & practices李华峰清华大学出版社,http://product.dangdang.com/1759980170.html,http://img3m0.ddimg.cn/47/23/1759980170-1_b_1.jpg
 Python量化交易实战 王晓华 著 清华大学出版社【正版图书 品质保证 售后无忧】,http://product.dangdang.com/1768533104.html,http://img3m4.ddimg.cn/74/0/1768533104-1_b_1.jpg
 【正版直发】Python极简讲义：一本书入门数据分析与机器学习 张玉宏 著 电子工业出版社,http://product.dangdang.com/1655769223.html,http://img3m3.ddimg.cn/64/20/1655769223-1_b_1.jpg
" Python Qt GUI快速编程-PyQt编程指南 (英)Mark Summerfield(马克 . 萨默菲尔德),闫",http://product.dangdang.com/1717086413.html,http://img3m3.ddimg.cn/20/33/1717086413-1_b_1.jpg
 python学习手册 第4版 python编程从入门到精通 python入门计算机,http://product.dangdang.com/1520872258.html,http://img3m8.ddimg.cn/4/23/1520872258-1_b_1.jpg
 计算机视觉与深度学习实战：以MATLAB、Python为工具,http://product.dangdang.com/28472603.html,http://img3m3.ddimg.cn/5/30/28472603-1_b_6.jpg
 Python深度学习+深度学习入门基于Python的理论与实现+动手学深,http://product.dangdang.com/1617527781.html,http://img3m1.ddimg.cn/45/2/1617527781-1_b_1.jpg
 【自营】java编程入门指南 java语言/Java Web/JSP/MySQL/javascript/可搭C语言/py,http://product.dangdang.com/27928047.html,http://img3m7.ddimg.cn/48/3/27928047-1_b_4.jpg
 Python Qt GUI快速编程-PyQt编程指南,http://product.dangdang.com/1694112532.html,http://img3m2.ddimg.cn/79/7/1694112532-1_b_1.jpg
 神经网络与深度学习实战 Python+Keras+TensorFlow,http://product.dangdang.com/27914316.html,http://img3m6.ddimg.cn/78/36/27914316-1_b_3.jpg
 【正版现货】Python项目开发案例集锦9787569244403 明日科技（MingRiSoft）著，明日科技 编 吉,http://product.dangdang.com/1702127997.html,http://img3m7.ddimg.cn/9/14/1702127997-1_b_1.jpg
 Python程序设计（原书第2版）,http://product.dangdang.com/25582466.html,http://img3m6.ddimg.cn/74/0/25582466-1_b_3.jpg
 Python编程 从入门到实践 [美]埃里克・马瑟斯(Eric Matthes),http://product.dangdang.com/1705483628.html,http://img3m8.ddimg.cn/35/4/1705483628-1_b_1.jpg
 Python基础与大数据应用实战,http://product.dangdang.com/27931221.html,http://img3m1.ddimg.cn/54/32/27931221-1_b_1.jpg
 Python编程锦囊 pathon编程从入门到实践python基础教程语言程序设计小甲鱼计算机程序设计pathon核心技,http://product.dangdang.com/1539920885.html,http://img3m5.ddimg.cn/41/14/1539920885-1_b_1.jpg
 Python语言程序设计,http://product.dangdang.com/26910215.html,http://img3m5.ddimg.cn/35/4/26910215-1_b_3.jpg
 Python核心编程 第3版,http://product.dangdang.com/1694100572.html,http://img3m2.ddimg.cn/98/35/1694100572-1_b_1.jpg
 硬件趣学Python编程（高职）,http://product.dangdang.com/27939068.html,http://img3m8.ddimg.cn/80/35/27939068-1_b_2.jpg
 Python程序设计基础与案例教程,http://product.dangdang.com/29130012.html,http://img3m2.ddimg.cn/54/23/29130012-1_b_3.jpg
 图解数据结构--使用Python,http://product.dangdang.com/25259498.html,http://img3m8.ddimg.cn/44/5/25259498-1_b_3.jpg
 Python程序设计――计算思维视角,http://product.dangdang.com/26485745.html,http://img3m5.ddimg.cn/77/35/26485745-1_b_3.jpg
 Python核心编程 第3版 [美]卫斯理 春(Wesley Chun),http://product.dangdang.com/1695378883.html,http://img3m3.ddimg.cn/22/33/1695378883-1_b_1.jpg
 Python程序设计基础 李东方 电子工业出版社,http://product.dangdang.com/1722786482.html,http://img3m2.ddimg.cn/65/30/1722786482-1_b_1.jpg
 PYTHON3网络爬虫开发实战 崔庆才,http://product.dangdang.com/1719145138.html,http://img3m8.ddimg.cn/40/4/1719145138-1_b_1.jpg
 Python接口自动化测试 王浩然 电子工业出版社,http://product.dangdang.com/1695885508.html,http://img3m8.ddimg.cn/64/17/1695885508-1_b_1.jpg
 玩转Python网络爬虫,http://product.dangdang.com/25299612.html,http://img3m2.ddimg.cn/63/11/25299612-1_b_4.jpg
 编程导论,http://product.dangdang.com/1544513901.html,http://img3m1.ddimg.cn/51/35/1544513901-1_b_1.jpg
" [新华书店]Python算法设计与分析王硕,董文馨,张舒行,张洁,李秉伦人民邮电出版社9787115529008",http://product.dangdang.com/1780009730.html,http://img3m0.ddimg.cn/26/3/1780009730-1_b_1.jpg
 数据科学导论：Python语言（原书第3版）,http://product.dangdang.com/28535245.html,http://img3m5.ddimg.cn/79/31/28535245-1_b_3.jpg
 Python数据分析与实践,http://product.dangdang.com/27903708.html,http://img3m8.ddimg.cn/63/10/27903708-1_b_2.jpg
 【新华书店】Python量化交易 张杨飞 著 电子工业出版社 9787121361401,http://product.dangdang.com/1679595420.html,http://img3m0.ddimg.cn/30/30/1679595420-1_b_1.jpg
 Python网络爬虫实战（第2版）,http://product.dangdang.com/25341237.html,http://img3m7.ddimg.cn/9/11/25341237-1_b_4.jpg
 【新华书店】Python数据分析与应用 黄红梅 张良均 人民邮电出版社 9787115373045,http://product.dangdang.com/1678874710.html,http://img3m0.ddimg.cn/40/6/1678874710-1_b_1.jpg
 数字图像处理与Python实现,http://product.dangdang.com/29121467.html,http://img3m7.ddimg.cn/23/25/29121467-1_b_3.jpg
 Python 3.x基础教程,http://product.dangdang.com/27892110.html,http://img3m0.ddimg.cn/48/30/27892110-1_b_1.jpg
 Python大学教程,http://product.dangdang.com/25344261.html,http://img3m1.ddimg.cn/63/1/25344261-1_b_4.jpg
" Python自然语言处理实战：核心技术与算法 涂铭,刘祥,刘树春 机械工业出版社 9787111597674",http://product.dangdang.com/1707695313.html,http://img3m3.ddimg.cn/60/14/1707695313-1_b_1.jpg
 Python Web开发实战,http://product.dangdang.com/24029839.html,http://img3m9.ddimg.cn/64/4/24029839-1_b_6.jpg
 NCT全国青少年编程能力等级测试教程：Python语言编程一级,http://product.dangdang.com/29117889.html,http://img3m9.ddimg.cn/9/36/29117889-1_b_3.jpg
 中学生Python与micro：bit机器人程序设计,http://product.dangdang.com/28537075.html,http://img3m5.ddimg.cn/28/11/28537075-1_b_0.jpg
 Python网络编程攻略 [英] 萨卡尔（Dr.M.O.Faruque Sarker） 著，安道 译 978711537,http://product.dangdang.com/1633469281.html,http://img3m1.ddimg.cn/70/15/1633469281-1_b_1.jpg
 Python网络爬虫实例教程（视频讲解版）,http://product.dangdang.com/25325599.html,http://img3m9.ddimg.cn/13/24/25325599-1_b_6.jpg
 高等数学――基于Python的实现,http://product.dangdang.com/28994594.html,http://img3m4.ddimg.cn/68/25/28994594-1_b_3.jpg
 数据结构（Python语言描述）（微课版）,http://product.dangdang.com/28995564.html,http://img3m4.ddimg.cn/48/33/28995564-1_b_2.jpg
" PYTHON程序设计实战教程：零基础到精通 王其,温芝龙,王海晖,何静,李维勇 9787568410731 江苏大学出版",http://product.dangdang.com/1725365065.html,http://img3m5.ddimg.cn/94/9/1725365065-1_b_1.jpg
 写给系统管理员的Python脚本编程指南 系统管理 脚本 爬虫 Linux Python脚本编程指南,http://product.dangdang.com/1568360655.html,http://img3m5.ddimg.cn/81/30/1568360655-1_b_1.jpg
 深入浅出GAN生成对抗网络 原理剖析与TensorFlow实践,http://product.dangdang.com/28968650.html,http://img3m0.ddimg.cn/62/18/28968650-1_b_6.jpg
 Python开发案例教程,http://product.dangdang.com/26488844.html,http://img3m4.ddimg.cn/8/26/26488844-1_b_1.jpg
 Python自然语言处理 伯德 (Steven Bird) 人民邮电出版社,http://product.dangdang.com/1696029778.html,http://img3m8.ddimg.cn/91/24/1696029778-1_b_1.jpg
 Python 3.7编程快速入门,http://product.dangdang.com/26488843.html,http://img3m3.ddimg.cn/7/25/26488843-1_b_3.jpg
 Web接口开发与自动化测试――基于Python语言,http://product.dangdang.com/24244869.html,http://img3m9.ddimg.cn/66/27/24244869-1_b_2.jpg
 机器学习：基于OpenCV和Python的智能图像处理,http://product.dangdang.com/28556033.html,http://img3m3.ddimg.cn/77/25/28556033-1_b_3.jpg
 Python核心技术实战详解,http://product.dangdang.com/28480249.html,http://img3m9.ddimg.cn/28/17/28480249-1_b_2.jpg
 Anaconda数据科学实战,http://product.dangdang.com/28539582.html,http://img3m2.ddimg.cn/60/2/28539582-1_b_1.jpg
 Python 3 程序设计学习指导与习题解答,http://product.dangdang.com/28470783.html,http://img3m3.ddimg.cn/66/23/28470783-1_b_0.jpg
 Python 人口统计,http://product.dangdang.com/27941871.html,http://img3m1.ddimg.cn/12/26/27941871-1_b_3.jpg
 Python入门 第2版（影印版）,http://product.dangdang.com/28970966.html,http://img3m6.ddimg.cn/2/3/28970966-1_b_3.jpg
 Python爬虫开发与项目实战,http://product.dangdang.com/25091587.html,http://img3m7.ddimg.cn/37/0/25091587-1_b_2.jpg
 编程超有趣 奇妙Python轻松学 第1辑,http://product.dangdang.com/25324475.html,http://img3m5.ddimg.cn/77/10/25324475-1_b_2.jpg
 包邮 Python数据分析与数据化运营 第2版|8060185,http://product.dangdang.com/1502104205.html,http://img3m5.ddimg.cn/74/35/1502104205-1_b_1.jpg
 OpenCV算法精解：基于Python与C++,http://product.dangdang.com/25182999.html,http://img3m9.ddimg.cn/72/22/25182999-1_b_3.jpg
 人工智能应用基础（Python版）,http://product.dangdang.com/29137174.html,http://img3m4.ddimg.cn/88/7/29137174-1_b_3.jpg
 语料库与Python应用 语料库翻译学文库 管新潮 著 9787313197481,http://product.dangdang.com/1640736781.html,http://img3m1.ddimg.cn/79/12/1640736781-1_b_1.jpg
 Python语言,http://product.dangdang.com/26512016.html,http://img3m6.ddimg.cn/14/36/26512016-1_b_2.jpg
 Python编程基础（视频讲解版）,http://product.dangdang.com/28529499.html,http://img3m9.ddimg.cn/75/20/28529499-1_b_4.jpg
 Python 3 基础教程,http://product.dangdang.com/24058017.html,http://img3m7.ddimg.cn/27/25/24058017-1_b_2.jpg
 Python机器学习经典实例,http://product.dangdang.com/25152513.html,http://img3m3.ddimg.cn/78/24/25152513-1_b_3.jpg
 自动化测试实战宝典：Robot Framework + Python从小工到专家,http://product.dangdang.com/28520424.html,http://img3m4.ddimg.cn/9/10/28520424-1_b_8.jpg
 21天学通Python（第2版）,http://product.dangdang.com/25242552.html,http://img3m2.ddimg.cn/27/5/25242552-1_b_3.jpg
 【正版】利用Python进行数据分析机械工业出版社9787111436737,http://product.dangdang.com/1666649143.html,http://img3m3.ddimg.cn/82/16/1666649143-1_b_1.jpg
 python编程从入门到精通 Python网络爬虫核心编程数据分析语言程序设计 电脑计算机编程零 明日科技 著 9787,http://product.dangdang.com/1670957187.html,http://img3m7.ddimg.cn/42/2/1670957187-1_b_1.jpg
 包邮 [套装书]Python大数据分析与机器学习商业案例实战+Python金融大|8071348,http://product.dangdang.com/1709275275.html,http://img3m5.ddimg.cn/81/2/1709275275-1_b_1.jpg
 Python编程基础与HTTP接口测试,http://product.dangdang.com/25210301.html,http://img3m1.ddimg.cn/50/18/25210301-1_b_2.jpg
 Python语言基础教程,http://product.dangdang.com/28971349.html,http://img3m9.ddimg.cn/88/16/28971349-1_b_3.jpg
 Python程序设计（高等学校计算机教育规划教材）,http://product.dangdang.com/28544464.html,http://img3m4.ddimg.cn/91/0/28544464-1_b_1.jpg
 Python经典实例,http://product.dangdang.com/26913257.html,http://img3m7.ddimg.cn/8/12/26913257-1_b_5.jpg
 面向ArcGIS的Python脚本编程,http://product.dangdang.com/23592710.html,http://img3m0.ddimg.cn/20/30/23592710-1_b_2.jpg
 Spark数据分析:基于Python语言(英文版）,http://product.dangdang.com/26916585.html,http://img3m5.ddimg.cn/69/10/26916585-1_b_1.jpg
 Python数据分析从入门到精通,http://product.dangdang.com/25240877.html,http://img3m7.ddimg.cn/35/32/25240877-1_b_2.jpg
 PyQt5快速开发与实战,http://product.dangdang.com/25171220.html,http://img3m0.ddimg.cn/74/9/25171220-1_b_3.jpg
 Python 3程序开发指南（第2版 修订版）,http://product.dangdang.com/23656113.html,http://img3m3.ddimg.cn/63/15/23656113-1_b_1.jpg
 笨办法学Python 3：基础篇+进阶篇（套装2册）,http://product.dangdang.com/410274882.html,http://img3m2.ddimg.cn/72/12/410274882-1_b_1.jpg
 贝叶斯方法 概率编程与贝叶斯推断,http://product.dangdang.com/24162475.html,http://img3m5.ddimg.cn/40/32/24162475-1_b_2.jpg
 零基础学Python(300个实例、64个练习题，超值大容量DVD包含教学视频、源代码、PPT),http://product.dangdang.com/23663228.html,http://img3m8.ddimg.cn/50/26/23663228-1_b_1.jpg
 Django企业开发实战 高效Python Web框架指南,http://product.dangdang.com/26509799.html,http://img3m9.ddimg.cn/74/2/26509799-1_b_2.jpg
 Python App开发黄金组合（套装共3册）,http://product.dangdang.com/410275477.html,http://img3m7.ddimg.cn/73/15/410275477-1_b_6.jpg
 Python语言程序设计（微课版）,http://product.dangdang.com/27923065.html,http://img3m5.ddimg.cn/16/16/27923065-1_b_3.jpg
 计算机基础与应用（Office 2010+Python）,http://product.dangdang.com/29125961.html,http://img3m1.ddimg.cn/62/5/29125961-1_b_1.jpg
 少博士趣学Python,http://product.dangdang.com/26913662.html,http://img3m2.ddimg.cn/17/10/26913662-1_b_2.jpg
 Python编程项目实战三部曲：Python编程快速上手+Python极客项目编程+Python游戏编程快速上手,http://product.dangdang.com/410273884.html,http://img3m4.ddimg.cn/64/13/410273884-1_b_3.jpg
 Python实战开发全能套装（套装共3册）,http://product.dangdang.com/410276014.html,http://img3m4.ddimg.cn/16/34/410276014-1_b_6.jpg
 Python金融数据分析,http://product.dangdang.com/1791120281.html,http://img3m1.ddimg.cn/5/9/1791120281-1_b_1.jpg
 Python程序设计案例教程――从入门到机器学习(微课版),http://product.dangdang.com/1791096401.html,http://img3m1.ddimg.cn/83/31/1791096401-1_b_1.jpg
 Python机器学习核心算法编程实例，丁伟雄，电子工业出版社,http://product.dangdang.com/1760168980.html,http://img3m0.ddimg.cn/64/22/1760168980-1_b_1.jpg
" Python深度学习：基于TensorFlow 吴茂贵,王冬,李涛,杨本法 9787111609728",http://product.dangdang.com/1792604341.html,http://img3m1.ddimg.cn/55/36/1792604341-1_b_1.jpg
 Python深度学习实战：基于TensorFlow和Keras的聊天机器人以及人脸、物体和语音识别 纳温・库马尔・马纳西,http://product.dangdang.com/1792602641.html,http://img3m1.ddimg.cn/38/1/1792602641-1_b_1.jpg
 Python参考手册第4版 【关注有礼 评价有礼 满额减】,http://product.dangdang.com/1784635391.html,http://img3m1.ddimg.cn/11/35/1784635391-1_b_1.jpg
 Python全栈数据工程师养成攻略视频讲解版 【关注有礼 评价有礼 满额减】,http://product.dangdang.com/1784635991.html,http://img3m1.ddimg.cn/17/6/1784635991-1_b_1.jpg
 Python网络编程基础 【关注有礼 评价有礼 满额减】,http://product.dangdang.com/1784636081.html,http://img3m1.ddimg.cn/8/22/1784636081-1_b_1.jpg
 Python项目开发实战第2版 【关注有礼 评价有礼 满额减】,http://product.dangdang.com/1784636781.html,http://img3m1.ddimg.cn/15/19/1784636781-1_b_1.jpg
 Python标准库 【关注有礼 评价有礼 满额减】,http://product.dangdang.com/1784634851.html,http://img3m1.ddimg.cn/65/13/1784634851-1_b_1.jpg
 Python量化交易实战 【关注有礼.达额满减】,http://product.dangdang.com/1785243225.html,http://img3m5.ddimg.cn/84/33/1785243225-1_b_1.jpg
 Python数据分析与数据化运营 【关注有礼.达额满减】,http://product.dangdang.com/1785235535.html,http://img3m5.ddimg.cn/17/2/1785235535-1_b_1.jpg
 Python GUI设计：tkinter菜鸟编程，洪锦魁，清华大学出版社,http://product.dangdang.com/1760113060.html,http://img3m0.ddimg.cn/79/9/1760113060-1_b_1.jpg
 Python量化交易实战，王晓华 著，清华大学出版社,http://product.dangdang.com/1760112030.html,http://img3m0.ddimg.cn/39/15/1760112030-1_b_1.jpg
 Python学习手册 【关注有礼.达额满减】,http://product.dangdang.com/1785224865.html,http://img3m5.ddimg.cn/39/25/1785224865-1_b_1.jpg
 Python绝技:运用Python成为*黑客，[美] TJ O'Connor（TJ 奥科罗） 著；崔孝晨，，电子工业出版,http://product.dangdang.com/1760087310.html,http://img3m0.ddimg.cn/69/11/1760087310-1_b_1.jpg
 Python编程快速上手 (美)斯维加特(Al Sweigart) 著;王海鹏 译 人民邮电出版社 9787115422,http://product.dangdang.com/1791619401.html,http://img3m1.ddimg.cn/66/36/1791619401-1_b_1.jpg
" Python计算机视觉编程 [美]Jan Erik Solem,朱文涛 人民邮电出版社 9787115352323",http://product.dangdang.com/1791620371.html,http://img3m1.ddimg.cn/46/7/1791620371-1_b_1.jpg
 Python金融数据分析 杰姆斯・马伟明（James，Ma，Weiming）著，高明 译 机械工业出版社 9787111,http://product.dangdang.com/1791618921.html,http://img3m1.ddimg.cn/81/0/1791618921-1_b_1.jpg
 Python算法教程 [挪威]赫特兰(Magnus Lie Hetland) 人民邮电出版社 9787115404831,http://product.dangdang.com/1791619801.html,http://img3m1.ddimg.cn/70/29/1791619801-1_b_1.jpg
 Python游戏编程快速上手 第4版 [美] Al，Sweigart（斯维加特） 著；李强 译 人民邮电出版社 9787,http://product.dangdang.com/1791618751.html,http://img3m1.ddimg.cn/10/15/1791618751-1_b_1.jpg
 Python网络爬虫权威指南 第2版，瑞安・米切尔（RyanMitchell）著，神烦小宝 译，人民邮电出版社,http://product.dangdang.com/1760080780.html,http://img3m0.ddimg.cn/73/30/1760080780-1_b_1.jpg
" Python高性能编程，(美)戈雷利克(Micha Gorelick),欧日沃尔德(，人民邮电出版社",http://product.dangdang.com/1760076760.html,http://img3m0.ddimg.cn/13/6/1760076760-1_b_1.jpg
 Python金融实战，[美] Yuxing Yan 著；张少军，严玉星 译，人民邮电出版社,http://product.dangdang.com/1760077140.html,http://img3m0.ddimg.cn/96/16/1760077140-1_b_1.jpg
 Python从入门到精通，王征，李晓波 著，中国铁道出版社有限公司,http://product.dangdang.com/1760072170.html,http://img3m0.ddimg.cn/76/4/1760072170-1_b_1.jpg
 Python语言及其应用，[美] 卢布诺维克(Bill Lubanovic) 著，丁嘉，人民邮电出版社,http://product.dangdang.com/1760074370.html,http://img3m0.ddimg.cn/98/21/1760074370-1_b_1.jpg
 Python数据可视化：基于Bokeh的可视化绘图，屈希峰 著，机械工业出版社,http://product.dangdang.com/1760068970.html,http://img3m0.ddimg.cn/44/23/1760068970-1_b_1.jpg
 Python算法详解 张玲玲 人民邮电出版社 9787115503381,http://product.dangdang.com/1791615711.html,http://img3m1.ddimg.cn/39/9/1791615711-1_b_1.jpg
 Python编程基础教程 H.巴辛（H.Bhasin）著，李军 译 人民邮电出版社 9787115533913,http://product.dangdang.com/1791615181.html,http://img3m1.ddimg.cn/4/34/1791615181-1_b_1.jpg
 Python 3快速入门与实战，肖冠宇，杨捷等 著，机械工业出版社,http://product.dangdang.com/1760067700.html,http://img3m0.ddimg.cn/61/11/1760067700-1_b_1.jpg
 Python青少年趣味编程 艾德丽安・B.塔克 著 电子工业出版社 9787121388491,http://product.dangdang.com/1791612901.html,http://img3m1.ddimg.cn/1/11/1791612901-1_b_1.jpg
 Python数据挖掘与机器学习实战，方巍 著，机械工业出版社,http://product.dangdang.com/1760066660.html,http://img3m0.ddimg.cn/11/7/1760066660-1_b_1.jpg
 Python爬虫开发与项目实战，范传辉，机械工业出版社,http://product.dangdang.com/1760058810.html,http://img3m0.ddimg.cn/81/1/1760058810-1_b_1.jpg
 Python语言程序设计，[美] 梁勇（Y.Daniel Liang） 著；李娜 译，机械工业出版社,http://product.dangdang.com/1760054110.html,http://img3m0.ddimg.cn/34/0/1760054110-1_b_1.jpg
 Python网络爬虫从入门到实践 唐松 机械工业出版社 9787111626879,http://product.dangdang.com/1791609921.html,http://img3m1.ddimg.cn/90/28/1791609921-1_b_1.jpg
" Python网络编程，赵宏,包广斌,马栋林，清华大学出版社",http://product.dangdang.com/1762429440.html,http://img3m0.ddimg.cn/57/4/1762429440-1_b_1.jpg
 Python数据分析：Python Data Analysis 【关注有礼 评价有礼 满额减】,http://product.dangdang.com/1787860221.html,http://img3m1.ddimg.cn/15/19/1787860221-1_b_1.jpg
 Python极客项目编程 [美] Mahesh Venkitachalam 人民邮电出版社 9787115449764,http://product.dangdang.com/1791608581.html,http://img3m1.ddimg.cn/37/20/1791608581-1_b_1.jpg
 Python编程与初级数学，王振世 著，电子工业出版社,http://product.dangdang.com/1762088650.html,http://img3m0.ddimg.cn/25/21/1762088650-1_b_1.jpg
 Python设计模式 第2版，[印度]Chetan Giridhar 吉里德尔，人民邮电出版社,http://product.dangdang.com/1762009470.html,http://img3m0.ddimg.cn/45/21/1762009470-1_b_1.jpg
 Python入门经典，Katie Cunningham，人民邮电出版社,http://product.dangdang.com/1761979870.html,http://img3m0.ddimg.cn/46/21/1761979870-1_b_1.jpg
" Python绝技:运用Python成为黑客 [美] TJ O'Connor（TJ 奥科罗）；崔孝晨,武晓音 978712",http://product.dangdang.com/1792541611.html,http://img3m1.ddimg.cn/91/21/1792541611-1_b_1.jpg
 Python核心编程 【关注有礼.达额满减】,http://product.dangdang.com/1785131995.html,http://img3m5.ddimg.cn/31/25/1785131995-1_b_1.jpg
 Python接口自动化测试，王浩然，电子工业出版社,http://product.dangdang.com/1759572790.html,http://img3m0.ddimg.cn/52/13/1759572790-1_b_1.jpg
 Python新手使用Django架站的16堂课，何敏煌，清华大学出版社,http://product.dangdang.com/1789608380.html,http://img3m0.ddimg.cn/32/2/1789608380-1_b_1.jpg
" Python高性能编程 Micha,Gorelick,戈雷利克,Ian,Ozsvald...著,胡世杰,徐 978711",http://product.dangdang.com/1754049796.html,http://img3m6.ddimg.cn/70/9/1754049796-1_b_1.jpg
 Python程序员面试算法宝典，张波，楚秦等 著，机械工业出版社,http://product.dangdang.com/1759849230.html,http://img3m0.ddimg.cn/84/26/1759849230-1_b_1.jpg
 Python物理学高效计算 【关注有礼 评价有礼 满额减】,http://product.dangdang.com/1787388821.html,http://img3m1.ddimg.cn/53/36/1787388821-1_b_1.jpg
 Python高效开发实战:Django、Tornado、Flask、Twisted，刘长龙 著，电子工业出版社,http://product.dangdang.com/1775589500.html,http://img3m0.ddimg.cn/47/15/1775589500-1_b_1.jpg
 Python数据科学指南，印度 Gopi Subramanian 萨伯拉曼尼安，人民邮电出版社,http://product.dangdang.com/1775752910.html,http://img3m0.ddimg.cn/8/33/1775752910-1_b_1.jpg
" Python编程自学手册，史向东,曹剑,张敏,邓贵勇，电子工业出版社",http://product.dangdang.com/1759656870.html,http://img3m0.ddimg.cn/81/29/1759656870-1_b_1.jpg
 Python数据分析，孙洋洋 等 著，电子工业出版社,http://product.dangdang.com/1775744330.html,http://img3m0.ddimg.cn/41/0/1775744330-1_b_1.jpg
 Python数据预处理技术与实践，白宁超，唐聃，文俊 著，清华大学出版社,http://product.dangdang.com/1759984940.html,http://img3m0.ddimg.cn/65/20/1759984940-1_b_1.jpg
 Python 3 7从入门到精通，王英英，清华大学出版社,http://product.dangdang.com/1759672050.html,http://img3m0.ddimg.cn/15/2/1759672050-1_b_1.jpg
 Python程序设计开发宝典，董付国，清华大学出版社,http://product.dangdang.com/1759976660.html,http://img3m0.ddimg.cn/2/28/1759976660-1_b_1.jpg
 Python从小白到大牛，关东升 著，清华大学出版社,http://product.dangdang.com/1759670450.html,http://img3m0.ddimg.cn/98/30/1759670450-1_b_1.jpg
 Python可以这样学，董付国，清华大学出版社,http://product.dangdang.com/1759975550.html,http://img3m0.ddimg.cn/80/28/1759975550-1_b_1.jpg
 Python文本分析，闫龙川高德荃李君婷 译，机械工业出版社,http://product.dangdang.com/1775504970.html,http://img3m0.ddimg.cn/63/30/1775504970-1_b_1.jpg
 Python与机器学习实战:决策树、集成学习、支持向量机与神经网络算法详解及编程实现，何宇健 编著，电子工业出版社,http://product.dangdang.com/1759949570.html,http://img3m0.ddimg.cn/38/22/1759949570-1_b_1.jpg
 Python少儿趣味编程，李强，李若瑜 著，人民邮电出版社,http://product.dangdang.com/1759937550.html,http://img3m0.ddimg.cn/96/27/1759937550-1_b_1.jpg
 Python极客项目编程，[美] Mahesh Venkitachalam，人民邮电出版社,http://product.dangdang.com/1759925510.html,http://img3m0.ddimg.cn/35/12/1759925510-1_b_1.jpg
 Python编程快速上手，(美)斯维加特(Al Sweigart) 著;王海鹏 译，人民邮电出版社,http://product.dangdang.com/1759923510.html,http://img3m0.ddimg.cn/15/10/1759923510-1_b_1.jpg
 Python 3学习笔记，雨痕，电子工业出版社,http://product.dangdang.com/1759651110.html,http://img3m0.ddimg.cn/63/4/1759651110-1_b_1.jpg
 Python密码学编程，[美] Al Sweigart 斯维加特，人民邮电出版社,http://product.dangdang.com/1759923750.html,http://img3m0.ddimg.cn/57/28/1759923750-1_b_1.jpg
" Python计算机视觉编程，[美]Jan Erik Solem,朱文涛，人民邮电出版社",http://product.dangdang.com/1759919580.html,http://img3m0.ddimg.cn/45/2/1759919580-1_b_1.jpg
 Python 3程序开发指南，[美]萨默菲尔德 著，王弘博，孙传庆 译，人民邮电出版社,http://product.dangdang.com/1759920910.html,http://img3m0.ddimg.cn/88/0/1759920910-1_b_1.jpg
" Python数据可视化编程实战 第2版，伊戈尔・米洛瓦诺维奇（IgorMilovanovi・）,[法，人民邮电出版社",http://product.dangdang.com/1759931500.html,http://img3m0.ddimg.cn/85/8/1759931500-1_b_1.jpg
 Python算法教程，[挪威]赫特兰(Magnus Lie Hetland)，人民邮电出版社,http://product.dangdang.com/1759921870.html,http://img3m0.ddimg.cn/58/35/1759921870-1_b_1.jpg
 Python程序设计 第3版，[美] 约翰・策勒 (John Zelle)，人民邮电出版社,http://product.dangdang.com/1759917380.html,http://img3m0.ddimg.cn/23/22/1759917380-1_b_1.jpg
 Python数据分析，(美)阿曼多・凡丹戈(Armando Fandango) 著，人民邮电出版社,http://product.dangdang.com/1759930160.html,http://img3m0.ddimg.cn/32/0/1759930160-1_b_1.jpg
 Python贝叶斯分析，[阿根廷] 奥斯瓦尔多・马丁（Osvaldo Martin），人民邮电出版社,http://product.dangdang.com/1759929370.html,http://img3m0.ddimg.cn/34/24/1759929370-1_b_1.jpg
 Python游戏编程快速上手 第4版，[美] Al，Sweigart（斯维加特） 著；李强 译，人民邮电出版社,http://product.dangdang.com/1759927850.html,http://img3m0.ddimg.cn/98/21/1759927850-1_b_1.jpg
 Python网络爬虫从入门到实践，唐松，机械工业出版社,http://product.dangdang.com/1759907300.html,http://img3m0.ddimg.cn/41/6/1759907300-1_b_1.jpg
 Python人脸识别：从入门到工程实践，王天庆 著，机械工业出版社,http://product.dangdang.com/1759906050.html,http://img3m0.ddimg.cn/78/14/1759906050-1_b_1.jpg
 Python数据可视化，(印)科斯・拉曼(Kirthi Raman)，机械工业出版社,http://product.dangdang.com/1759893720.html,http://img3m0.ddimg.cn/24/5/1759893720-1_b_1.jpg
 从零开始学PYTHON数据分析，罗攀，机械工业出版社,http://product.dangdang.com/1759901810.html,http://img3m0.ddimg.cn/95/29/1759901810-1_b_1.jpg
 Python高级编程 第2版，[波兰]Micha Jaworski 贾沃斯基 [法]Ta，人民邮电出版社,http://product.dangdang.com/1759638250.html,http://img3m0.ddimg.cn/73/20/1759638250-1_b_1.jpg
